,movie_name,director_name,popularity
2411,71: Into the Fire,Lee Jae-han,17
2412,Secret Sunshine,Lee Chang-dong,16
2413,Poltergeist III,Gary Sherman,22
2414,A Life Less Ordinary,Danny Boyle,22
2415,Jamaica Inn,Alfred Hitchcock,29
2416,Dead Men Don't Wear Plaid,Carl Reiner,17
2417,L.A. Story,Mick Jackson,23
2418,Goin' South,Jack Nicholson,22
2419,A Man Called Horse,Elliot Silverstein,21
2420,Sneakers,Phil Alden Robinson,31
2421,Chasing Mavericks,Curtis Hanson,16
2422,The Return,Andrey Zvyagintsev,36
2423,Under Siege,Andrew Davis,35
2424,Journey to Italy,Roberto Rossellini,20
2425,Near Dark,Kathryn Bigelow,19
2426,Lord of the Flies,Peter Brook,20
2427,EDtv,Ron Howard,25
2428,Nazarín,Luis Buñuel,24
2429,Count Dracula,Jesús Franco,20
2430,The Cuckoo,Aleksandr Rogozhkin,24
2431,Irma la Douce,Billy Wilder,29
2432,Orphan,Jaume Collet-Serra,41
2433,Night at the Museum,Shawn Levy,55
2434,Tales from the Darkside: The Movie,John Harrison,19
2435,Rocky IV,Sylvester Stallone,47
2436,"You, the Living",Roy Andersson,20
2437,A Walk in the Sun,Lewis Milestone,17
2438,Guilty as Sin,Sidney Lumet,15
2439,As Far as My Feet Will Carry Me,Hardy Martins,17
2440,Star Trek: Nemesis,Stuart Baird,45
2441,The Youth of Maxim,Grigori Kozintsev,15
2442,The Youth of Maxim,Leonid Trauberg,15
2443,Endless Love,Franco Zeffirelli,23
2444,The Mechanic,Simon West,35
2445,After.Life,Agnieszka Wojtowicz-Vosloo,23
2446,"After Dark, My Sweet",James Foley,15
2447,Wrong Turn,Rob Schmidt,39
2448,The Assassination of Jesse James by the Coward Robert Ford,Andrew Dominik,37
2449,Dragnet,Tom Mankiewicz,20
2450,After the Sunset,Brett Ratner,34
2451,Aftershock,Feng Xiaogang,18
2452,Samaritan Girl,Kim Ki-duk,19
2453,What's Your Number?,Mark Mylod,28
2454,Mortal Thoughts,Alan Rudolph,20
2455,The Brood,David Cronenberg,19
2456,Havana,Sydney Pollack,23
2457,Under the Sun of Satan,Maurice Pialat,23
2458,Wishmaster,Robert Kurtzman,23
2459,The Talented Mr. Ripley,Anthony Minghella,47
2460,Fantastic Four: Rise of the Silver Surfer,Tim Story,47
2461,Cold Mountain,Anthony Minghella,47
2462,Against the Dark,Richard Crudo,17
2463,The Fan,Tony Scott,27
2464,Samsara,Pan Nalin,15
2465,The Stranger,Satyajit Ray,16
2466,Chinese Zodiac,Jackie Chan,26
2467,Secrets & Lies,Mike Leigh,32
2468,The Great McGinty,Preston Sturges,17
2469,Ball of Fire,Howard Hawks,26
2470,The Palm Beach Story,Preston Sturges,19
2471,The Four Feathers,Shekhar Kapur Harami,28
2472,Imitation of Life,John M. Stahl,23
2473,Ned Kelly,Gregor Jordan,31
2474,Shiri,Kang Je-gyu,17
2475,Scream 3,Wes Craven,44
2476,Age of Heroes,Adrian Vitoria,16
2477,Rambo III,Peter MacDonald,51
2478,Girl with a Pearl Earring,Peter Webber,41
2479,Spy Hard,Rick Friedberg,24
2480,Agent Cody Banks,Harald Zwart,34
2481,The Man Who Knew Too Little,Jon Amiel,19
2482,Where Eagles Dare,Brian G. Hutton,31
2483,Jobs,Joshua Michael Stern,38
2484,Broken Arrow,John Woo,36
2485,Airport 1975,Jack Smight,21
2486,Agnes of God,Norman Jewison,20
2487,Agora,Alejandro Amenábar,43
2488,Red Desert,Michelangelo Antonioni,31
2489,The Bridges of Madison County,Clint Eastwood,47
2490,The Citadel,King Vidor,22
2491,A Countess from Hong Kong,Charlie Chaplin,37
2492,Getaway,Courtney Solomon,26
2493,A Cruel Romance,Eldar Ryazanov,22
2494,300: Rise of an Empire,Noam Murro,44
2495,Missing,Costa-Gavras,32
2496,"Oslo, August 31st",Joachim Trier,17
2497,Fast Five,Justin Lin,58
2498,F/X,Robert Mandel,16
2499,Alfie,Lewis Gilbert,26
2500,The Oxford Murders,Álex de la Iglesia,22
2501,Letters to Juliet,Gary Winick,37
2502,Veer,Anil Sharma,17
2503,Escape from New York,John Carpenter,41
2504,Get the Gringo,Adrian Grünberg,23
2505,Less Than Zero,Marek Kanievska,18
2506,The Birch Wood,Andrzej Wajda,17
2507,Air America,Roger Spottiswoode,28
2508,Hitlerjunge Quex,Hans Steinhoff,16
2509,The Sucker,Gérard Oury,21
2510,Air Force One,Wolfgang Petersen,42
2511,Fire Birds,David Green,18
2512,Battle Circus,Richard Brooks,15
2513,Cobra Verde,Werner Herzog,17
2514,Anna and the King of Siam,John Cromwell,23
2515,Anna and the King,Andy Tennant,40
2516,Ana and the Wolves,Carlos Saura,16
2517,Apache Gold,Harald Reinl,18
2518,Flight,Robert Zemeckis,38
2519,Annapolis,Justin Lin,15
2520,The Emigrants,Jan Troell,24
2521,Mr. Holland's Opus,Stephen Herek,19
2522,A Simple Plan,Sam Raimi,23
2523,Junebug,Phil Morrison,19
2524,Taking Sides,István Szabó,15
2525,Audition,Takashi Miike,29
2526,Ran,Akira Kurosawa,50
2527,Kill Your Darlings,John Krokidas,33
2528,The Little Foxes,William Wyler,31
2529,It Happened in Broad Daylight,Ladislao Vajda,17
2530,Maladolescenza,Pier Giuseppe Murgia,15
2531,The Grey Zone,Tim Blake Nelson,17
2532,Annie,John Huston,24
2533,Bull Durham,Ron Shelton,24
2534,Katzelmacher,Rainer Werner Fassbinder,18
2535,The League of Extraordinary Gentlemen,Stephen Norrington,40
2536,Another Country,Marek Kanievska,15
2537,Another Earth,Mike Cahill,25
2538,Another Gay Movie,Todd Stephens,20
2539,Hibernatus,Édouard Molinaro,16
2540,Dracula,John Badham,22
2541,Another Year,Mike Leigh,18
2542,The Bitter Tea of General Yen,Frank Capra,22
2543,Murphy's Law,J. Lee Thompson,15
2544,The Loves of Carmen,Charles Vidor,17
2545,Love at Twenty,Shintarō Ishihara,15
2546,Love at Twenty,François Truffaut,15
2547,Love at Twenty,Andrzej Wajda,15
2548,Love at Twenty,Marcel Ophuls,15
2549,Love at Twenty,Renzo Rossellini,15
2550,The Comedians,Peter Glenville,16
2551,Freeway,Matthew Bright,17
2552,The Handmaid's Tale,Volker Schlöndorff,16
2553,The Boss of It All,Lars von Trier,24
2554,Diary of a Lost Girl,Georg Wilhelm Pabst,16
2555,Münchhausen,Josef von Báky,15
2556,Due Date,Todd Phillips,33
2557,Apt Pupil,Bryan Singer,25
2558,I Hired a Contract Killer,Aki Kaurismäki,16
2559,Spies,Fritz Lang,18
2560,Waltzes from Vienna,Alfred Hitchcock,18
2561,Chasing Mavericks,Michael Apted,16
2562,Airplane!,Jerry Zucker,44
2563,Airplane!,Jim Abrahams,44
2564,Airplane!,David Zucker,44
2565,End of Watch,David Ayer,26
2566,Spellbound,Alfred Hitchcock,45
2567,Tag der Freiheit: Unsere Wehrmacht,Elene Larrinaga,19
2568,Poltergeist,Tobe Hooper,39
2569,A Face in the Crowd,Elia Kazan,19
2570,Rush Hour 3,Brett Ratner,44
2571,Taras Bulba,J. Lee Thompson,25
2572,Close-Up,Abbas Kiarostami,23
2573,Because I Said So,Michael Lehmann,19
2574,Hansel & Gretel: Witch Hunters,Tommy Wirkola,40
2575,Internal Affairs,Mike Figgis,24
2576,House at the End of the Street,Mark Tonderai,24
2577,Coma,Michael Crichton,20
2578,Spaceballs,Mel Brooks,43
2579,Batman & Mr. Freeze: SubZero,Boyd Kirkland,25
2580,Girl Happy,Boris Sagal,18
2581,Rendition,Gavin Hood,30
2582,The Philadelphia Story,George Cukor,41
2583,A Time to Kill,Joel Schumacher,36
2584,Ferris Bueller's Day Off,John Hughes,39
2585,Austin Powers in Goldmember,Jay Roach,33
2586,Young and Innocent,Alfred Hitchcock,28
2587,Copycat,Jon Amiel,30
2588,The Ring,Alfred Hitchcock,21
2589,The Andromeda Strain,Robert Wise,27
2590,The Man with Two Brains,Carl Reiner,21
2591,The Breakfast Club,John Hughes,49
2592,Backdraft,Ron Howard,32
2593,Ben X,Nic Balthazar,24
2594,U.S. Marshals,Stuart Baird,31
2595,The Time Machine,Simon Wells,42
2596,Strangers on a Train,Alfred Hitchcock,41
2597,Elizabeth,Shekhar Kapur Harami,44
2598,The Cincinnati Kid,Norman Jewison,26
2599,Chain Reaction,Andrew Davis,25
2600,Everything You Always Wanted to Know About Sex*,Woody Allen,36
2601,Now You See Me,Louis Leterrier,50
2602,I.Q.,Fred Schepisi,22
2603,Don Jon,Joseph Gordon-Levitt,39
2604,Poltergeist II: The Other Side,Brian Gibson,26
2605,The Lady Vanishes,Alfred Hitchcock,43
2606,Legally Blonde,Robert Luketic,40
2607,Harlem Nights,Eddie Murphy,20
2608,Earthquake,Mark Robson,28
2609,The Little Shop of Horrors,Roger Corman,29
2610,Those Magnificent Men in their Flying Machines,Ken Annakin,28
2611,The Fog,John Carpenter,30
2612,Evolution,Ivan Reitman,36
2613,Sabotage,Alfred Hitchcock,29
2614,Judwaa,David Dhawan,15
2615,The Candidate,Michael Ritchie,23
2616,The 39 Steps,Alfred Hitchcock,47
2617,What Lies Beneath,Robert Zemeckis,32
2618,In a Year of 13 Moons,Rainer Werner Fassbinder,17
2619,Coquette,Sam Taylor,22
2620,Coquette,H. Bruce Humberstone,22
2621,Luna Papa,Bakhtyar Khudojnazarov,20
2622,Last Tango in Paris,Bernardo Bertolucci,46
2623,Get Smart,Peter Segal,40
2624,The Truth About Charlie,Jonathan Demme,15
2625,Korczak,Andrzej Wajda,17
2626,Deep End,Jerzy Skolimowski,17
2627,Django Unchained,Quentin Tarantino,71
2628,The Tiger of Eschnapur,Fritz Lang,15
2629,Out of Sight,Steven Soderbergh,27
2630,Tango & Cash,Andrei Konchalovsky,35
2631,Tango & Cash,Albert Magnoli,35
2632,The Good Night,Jake Paltrow,18
2633,Fox and His Friends,Rainer Werner Fassbinder,15
2634,Stammheim,Reinhard Hauff,15
2635,Mimic 2,Jean de Segonzac,16
2636,Nostradamus,Roger Christian,16
2637,Network,Sidney Lumet,46
2638,Miss Congeniality 2: Armed and Fabulous,John Pasquin,36
2639,Don't Say a Word,Gary Fleder,24
2640,Monsieur Verdoux,Charlie Chaplin,38
2641,Los Olvidados,Luis Buñuel,29
2642,The 36th Chamber of Shaolin,Lau Kar-leung,24
2643,Sixteen Candles,John Hughes,26
2644,This Man Must Die,Claude Chabrol,21
2645,Force 10 from Navarone,Guy Hamilton,21
2646,Morning Glory,Lowell Sherman,25
2647,Be Cool,F. Gary Gray,26
2648,Prison,Ingmar Bergman,16
2649,Godsend,Nick Hamm,21
2650,Jodhaa Akbar,Ashutosh Gowariker,32
2651,Ip Man,Wilson Yip,39
2652,The Belly of an Architect,Peter Greenaway,16
2653,Stay Hungry,Bob Rafelson,22
2654,Hard Boiled,John Woo,19
2655,Artists Under the Big Top: Perplexed,Alexander Kluge,17
2656,Mona Lisa,Neil Jordan,24
2657,Anthony Zimmer,Jérôme Salle,17
2658,The Hunger Games: Catching Fire,Francis Lawrence,54
2659,Jar City,Baltasar Kormákur,17
2660,Harry Brown,Daniel Barber,19
2661,Hard Target,John Woo,37
2662,Antichrist,Lars von Trier,38
2663,Sanjuro,Akira Kurosawa,27
2664,Francis of Assisi,Michael Curtiz,15
2665,Jesus,Peter Sykes,22
2666,Jesus,John Krish,22
2667,The Way Back,Peter Weir,28
2668,White Chicks,Keenen Ivory Wayans,33
2669,Wilderness,M. J. Bassett,15
2670,Vampyros Lesbos,Jesús Franco,17
2671,The Piano Teacher,Michael Haneke,37
2672,"Black Cat, White Cat",Emir Kusturica,35
2673,Rambo,Sylvester Stallone,45
2674,The King's Speech,Tom Hooper,74
2675,Twilight,Catherine Hardwicke,70
2676,King Kong,Peter Jackson,56
2677,Nosferatu the Vampyre,Werner Herzog,38
2678,The Da Vinci Code,Ron Howard,66
2679,Brokeback Mountain,Ang Lee,80
2680,"Paris, Texas",Wim Wenders,39
2681,Pirates of the Caribbean: Dead Man's Chest,Gore Verbinski,77
2682,Resident Evil: Apocalypse,Alexander Witt,48
2683,Harry Potter and the Deathly Hallows – Part 1,David Yates,79
2684,Harry Potter and the Half-Blood Prince,David Yates,85
2685,Mädchen in Uniform,Leontine Sagan,18
2686,Watchmen,Zack Snyder,51
2687,Fallen,Gregory Hoblit,24
2688,The Terminator,James Cameron,92
2689,Alexander,Oliver Stone,58
2690,The 400 Blows,François Truffaut,47
2691,Beyond the Sea,Kevin Spacey,17
2692,How the West Was Won,John Ford,37
2693,How the West Was Won,Richard Thorpe,37
2694,How the West Was Won,Henry Hathaway,37
2695,How the West Was Won,George Marshall,37
2696,Carrie,Brian De Palma,47
2697,Braveheart,Mel Gibson,90
2698,The Thin Blue Line,Errol Morris,17
2699,Psycho,Alfred Hitchcock,74
2700,Black Book,Paul Verhoeven,34
2701,The Umbrellas of Cherbourg,Jacques Demy,38
2702,Rampage,Uwe Boll,17
2703,The Dark Knight,Christopher Nolan,102
2704,"10,000 BC",Roland Emmerich,40
2705,The Bad Seed,Mervyn LeRoy,19
2706,A Beautiful Mind,Ron Howard,85
2707,Corpse Bride,Tim Burton,57
2708,Corpse Bride,Mike Johnson,57
2709,The Children of Huang Shi,Roger Spottiswoode,18
2710,2046,Wong Kar-wai,32
2711,Greed in the Sun,Henri Verneuil,17
2712,Underworld,Len Wiseman,44
2713,Perfume: The Story of a Murderer,Tom Tykwer,45
2714,London Boulevard,William Monahan,19
2715,The Lord of the Rings: The Two Towers,Peter Jackson,85
2716,100 Rifles,Tom Gries,17
2717,One Hundred Men and a Girl,Henry Koster,18
2718,One Hundred Steps,Marco Tullio Giordana,16
2719,Never Back Down,Jeff Wadlow,31
2720,Kill Bill Volume 1,Quentin Tarantino,50
2721,Gosford Park,Robert Altman,39
2722,Bowling for Columbine,Michael Moore,33
2723,101 Reykjavík,Baltasar Kormákur,27
2724,Sophie's Choice,Alan J. Pakula,40
2725,The Eternal Jew,Fritz Hippler,28
2726,Fanny and Alexander,Ingmar Bergman,46
2727,La prima notte di quiete,Valerio Zurlini,21
2728,Vanishing Point,Richard C. Sarafian,22
2729,Ice Princess,Tim Fywell,22
2730,High Tension,Alexandre Aja,21
2731,Notorious,Alfred Hitchcock,47
2732,Through a Glass Darkly,Ingmar Bergman,30
2733,Tarzan's Secret Treasure,Richard Thorpe,17
2734,Stroszek,Werner Herzog,18
2735,Tabu,F. W. Murnau,22
2736,Abraham Lincoln: Vampire Hunter,Timur Bekmambetov,36
2737,Carriers,David Pastor,21
2738,Carriers,Àlex Pastor,21
2739,Bandits,Barry Levinson,26
2740,Dead Man Walking,Tim Robbins,41
2741,The Covered Wagon,James Cruze,15
2742,Baby Mama,Michael McCullers,22
2743,"Ghidorah, the Three-Headed Monster",Ishirō Honda,19
2744,Magnolia,Paul Thomas Anderson,46
2745,The Message,Moustapha Akkad,35
2746,The Message,Andrew Marton,35
2747,Trinity Is Still My Name,Enzo Barboni,20
2748,One Missed Call,Éric Valette,18
2749,Angel,Ernst Lubitsch,19
2750,Saint Joan,Otto Preminger,18
2751,The Good Son,Joseph Ruben,27
2752,My Favorite Wife,Garson Kanin,22
2753,Ninotchka,Ernst Lubitsch,38
2754,A Royal Affair,Nikolaj Arcel,27
2755,Jack Reacher,Christopher McQuarrie,39
2756,Wild Child,Nick Moore,28
2757,LOL,Lisa Azuelos,24
2758,Sunset,Blake Edwards,16
2759,To Die For,Gus Van Sant,24
2760,All About Steve,Phil Traill,32
2761,The Bachelor,Gary Sinyor,23
2762,The Life of David Gale,Alan Parker,36
2763,Casino Royale,John Huston,41
2764,Casino Royale,Val Guest,41
2765,Casino Royale,Ken Hughes,41
2766,Casino Royale,Robert Parrish,41
2767,Casino Royale,Richard Talmadge,41
2768,Casino Royale,Joseph McGrath,41
2769,The Wedding Planner,Adam Shankman,33
2770,Anger Management,Peter Segal,34
2771,Religulous,Larry Charles,29
2772,The Killing,Stanley Kubrick,40
2773,My Best Fiend,Werner Herzog,16
2774,Disturbia,D.J. Caruso,37
2775,The Enforcer,James Fargo,33
2776,Airheads,Michael Lehmann,25
2777,Airport,George Seaton,33
2778,The Concorde ... Airport '79,David Lowell Rich,18
2779,Penny Serenade,George Stevens,18
2780,The Road to Guantanamo,Michael Winterbottom,17
2781,The Road to Guantanamo,Mat Whitecross,17
2782,Lore,Cate Shortland,21
2783,The X-Files: I Want to Believe,Chris Carter,31
2784,Goya in Bordeaux,Carlos Saura,15
2785,Summer Interlude,Ingmar Bergman,20
2786,Night and the City,Jules Dassin,21
2787,Dead Mountaineer's Hotel,Grigori Kromanov,16
2788,The Day the Earth Stood Still,Robert Wise,36
2789,Soylent Green,Richard Fleischer,36
2790,Honeymoon in Vegas,Andrew Bergman,24
2791,The Hurricane,John Ford,18
2792,The Hurricane,Stuart Heisler,18
2793,The Sandpiper,Vincente Minnelli,20
2794,Les Bonnes Femmes,Claude Chabrol,15
2795,Rebel Without a Cause,Nicholas Ray,44
2796,Samson and Delilah,Cecil B. DeMille,25
2797,And the Band Played On,Roger Spottiswoode,20
2798,Along Came Polly,John Hamburg,35
2799,Skippy,Norman Taurog,26
2800,Come to the Stable,Henry Koster,19
2801,...And Justice for All,Norman Jewison,31
2802,Albert Nobbs,Rodrigo García,35
2803,Dragon Ball Z: Bardock – The Father of Goku,Mitsuo Hashimoto,15
2804,Mad Max Beyond Thunderdome,George Miller,39
2805,Mad Max Beyond Thunderdome,George Ogilvie,39
2806,Donnie Darko,Richard Kelly,62
2807,Mortal Kombat: Annihilation,John R. Leonetti,27
2808,Estate Violenta,Valerio Zurlini,15
2809,The Brave One,Neil Jordan,30
2810,Rocco and His Brothers,Luchino Visconti,40
2811,The Crazies,Breck Eisner,22
2812,In the Line of Fire,Wolfgang Petersen,39
2813,A Bullet for the General,Damiano Damiani,18
2814,The Wiz,Sidney Lumet,26
2815,All These Women,Ingmar Bergman,15
2816,Losin' It,Curtis Hanson,16
2817,To Be and to Have,Nicolas Philibert,16
2818,The Sea Inside,Alejandro Amenábar,43
2819,Blackthorn,Mateo Gil,18
2820,P.S. I Love You,Richard LaGravenese,40
2821,The Sleeping Car Murders,Costa-Gavras,16
2822,Backbeat,Iain Softley,16
2823,Lolita,Adrian Lyne,37
2824,Police Story,Jackie Chan,29
2825,Tropical Malady,Apichatpong Weerasethakul,16
2826,A Heart in Winter,Claude Sautet,18
2827,Bad Influence,Curtis Hanson,16
2828,Gorky Park,Michael Apted,17
2829,Blonde Venus,Josef von Sternberg,21
2830,Longtime Companion,Norman René,18
2831,Colonel Redl,István Szabó,19
2832,Tekken: Blood Vengeance,Yoichi Mori,16
2833,Point Blank,John Boorman,24
2834,The Shop on Main Street,Ján Kadár,38
2835,The Shop on Main Street,Elmar Klos,38
2836,Song Without End,George Cukor,21
2837,Song Without End,Charles Vidor,21
2838,Mountains of the Moon,Bob Rafelson,17
2839,Shanghai Knights,David Dobkin,40
2840,De-Lovely,Irwin Winkler,17
2841,Jonah Hex,Jimmy Hayward,33
2842,Shaft's Big Score,Gordon Parks,16
2843,Banana Joe,Stefano Vanzina,20
2844,Shaft,Gordon Parks,29
2845,The Unsinkable Molly Brown,Charles Walters,16
2846,The Leopard,Luchino Visconti,49
2847,Papillon,Franklin J. Schaffner,41
2848,The Crucible,Nicholas Hytner,20
2849,The Funerals,Abel Ferrara,23
2850,Reds,Warren Beatty,38
2851,Double Trouble,Enzo Barboni,16
2852,Oceans,Jacques Perrin,18
2853,Oceans,Jacques Cluzaud,18
2854,Honey,Bille Woodruff,27
2855,Lord of the Flies,Harry Hook,21
2856,Contempt,Jean-Luc Godard,38
2857,Maximum Risk,Ringo Lam,27
2858,Bulldog Drummond,F. Richard Jones,17
2859,Melancholia,Lars von Trier,41
2860,Saving Private Ryan,Steven Spielberg,81
2861,In the Name of the King,Uwe Boll,28
2862,Abraham Lincoln,D. W. Griffith,17
2863,Lay the Favorite,Stephen Frears,16
2864,Batman Begins,Christopher Nolan,82
2865,Knockin' on Heaven's Door,Thomas Jahn,25
2866,Beasts of the Southern Wild,Benh Zeitlin,39
2867,Red Sorghum,Zhang Yimou,28
2868,The Baader Meinhof Complex,Uli Edel,27
2869,Elephant Walk,William Dieterle,15
2870,Universal Soldier: Day of Reckoning,John Hyams,23
2871,City on Fire,Alvin Rakoff,15
2872,Turkish Delight,Paul Verhoeven,26
2873,The Dark Side of the Sun,Božidar Nikolić,17
2874,Lakeview Terrace,Neil LaBute,19
2875,The Counterfeiters,Stefan Ruzowitzky,36
2876,A Simple Life,Ann Hui,15
2877,The Jackal,Michael Caton-Jones,38
2878,Jurassic Park,Steven Spielberg,88
2879,Zazie dans le Métro,Louis Malle,18
2880,City of Angels,Brad Silberling,40
2881,Once Upon a Time in the West,Sergio Leone,56
2882,The Hoax,Lasse Hallström,18
2883,Proof of Life,Taylor Hackford,27
2884,Factotum,Bent Hamer,23
2885,Wonder Boys,Curtis Hanson,29
2886,16 Blocks,Richard Donner,30
2887,In Her Shoes,Curtis Hanson,25
2888,10 Things I Hate About You,Gil Junger,55
2889,10 Items or Less,Brad Silberling,22
2890,11-11-11,Darren Lynn Bouseman,18
2891,Something like Happiness,Bohdan Sláma,17
2892,Kitchen Stories,Bent Hamer,21
2893,Earth Girls Are Easy,Julien Temple,18
2894,Pink Floyd: Live at Pompeii,Steve O'Rourke,26
2895,Pink Floyd: Live at Pompeii,Adrian Maben,26
2896,Carnage,Roman Polanski,36
2897,Stormbreaker,Geoffrey Sax,23
2898,Ratatouille,Brad Bird,84
2899,Ratatouille,Jan Pinkava,84
2900,Bicentennial Man,Chris Columbus,36
2901,Hanna,Joe Wright,34
2902,Terminator 2: Judgment Day,James Cameron,88
2903,Toy Story,John Lasseter,108
2904,Lockout,James Mather,24
2905,Lockout,Stephen Saint Leger,24
2906,Borrowing Matchsticks,Leonid Gaidai,15
2907,Borrowing Matchsticks,Risto Orko,15
2908,The Nativity Story,Catherine Hardwicke,22
2909,Transformers,Michael Bay,66
2910,11:14,Greg Marcks,21
2911,Eleven Men Out,Róbert Ingi Douglas,15
2912,One Flew Over the Cuckoo's Nest,Miloš Forman,73
2913,Star Trek Into Darkness,J. J. Abrams,58
2914,Conquest 1453,Faruk Aksoy,36
2915,The Artist,Michel Hazanavicius,71
2916,The Shawshank Redemption,Frank Darabont,102
2917,Bicycle Thieves,Vittorio De Sica,61
2918,The Departed,Martin Scorsese,78
2919,Sunshine,István Szabó,23
2920,Silver Streak,Arthur Hiller,20
2921,Austin Powers: International Man of Mystery,Jay Roach,37
2922,"O Brother, Where Art Thou?",Joel Coen,50
2923,"O Brother, Where Art Thou?",Ethan Coen,50
2924,Cape Fear,Martin Scorsese,51
2925,The Last Kiss,Gabriele Muccino,19
2926,Galaxy Quest,Dean Parisot,34
2927,Father of a Soldier,Revas Chkheidze,23
2928,Saboteur,Alfred Hitchcock,27
2929,Murder by Numbers,Barbet Schroeder,33
2930,Space Cowboys,Clint Eastwood,35
2931,Airplane II: The Sequel,Ken Finkleman,25
2932,Trance,Danny Boyle,20
2933,Gone in 60 Seconds,Dominic Sena,43
2934,Stage Fright,Alfred Hitchcock,32
2935,Romancing the Stone,Robert Zemeckis,40
2936,Eddie,Steve Rash,15
2937,Lost in Space,Stephen Hopkins,30
2938,The Naked Gun 2½: The Smell of Fear,David Zucker,32
2939,Logan's Run,Michael Anderson,32
2940,Andrei Rublev,Andrei Tarkovsky,49
2941,Ordinary People,Robert Redford,46
